custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Latin America and Caribbean,2020-08-17,655805524,0.5874967724241422,0.5874967724241422,0.5874967724241422,0.5874967724241422,0.5737502648836144,0.5737502648836144,0.5710673636879847,25.613393670498805,0.5568129058804089,0.43691062291204485
Asia,2020-08-17,4678110154,0.28556739361889016,0.33803034370819657,0.33803034370819657,0.33803034370819657,0.28556739361889016,0.2497940851420377,0.22849004067167877,1.2165082048320717,0.024330164096641436,0.03210089011512404
Oceania,2020-08-17,43202462,-0.19716106581813306,-0.19542096940205983,-0.19716106581813306,-0.19716106581813306,-0.19780562681701133,-0.19886522403070708,-0.205390678664804,-3.48469590256371,-0.16593790012208143,0.03538224279903308
European Union,2020-08-17,447045744,0.19863710515863411,0.19863710515863411,0.19863710515863411,0.19863710515863411,0.19863710515863411,0.19863710515863411,0.19863710515863411,5.363201839283121,0.19863710515863411,0.031476868282186356
North America,2020-08-17,370982987,0.41591747191211526,0.41591747191211526,0.41591747191211526,0.41591747191211526,0.41591747191211526,0.41591747191211526,0.41591747191211526,0.8318349438242305,0.41591747191211526,0.27394382912766835
Latin America and Caribbean,2020-08-24,655805524,0.5444864302729006,0.5444864302729006,0.5444864302729006,0.5444864302729006,0.5296775223433343,0.5296775223433343,0.5261625603019678,23.59595470326067,0.5129555370274058,0.43717228584979106
Asia,2020-08-24,4678110154,0.28847740173420205,0.3321197456560536,0.3321197456560536,0.3321197456560536,0.28847740173420205,0.24719453920424092,0.22624356226847217,1.1078410024528194,0.022156820049056388,0.03052822513764177
Oceania,2020-08-24,43202462,-0.22606596688848626,-0.21720891593327357,-0.2254255890662943,-0.2254255890662943,-0.22606596688848626,-0.22606596688848626,-0.24029481631401528,-4.063412921052114,-0.19349585338343403,0.0291001934102737
European Union,2020-08-24,447045744,0.1196608471943,0.1196608471943,0.1196608471943,0.1196608471943,0.1196608471943,0.1196608471943,0.1196608471943,3.2308428742460995,0.1196608471943,0.03217970463443222
North America,2020-08-24,370982987,0.3368148841545936,0.3368148841545936,0.3368148841545936,0.3368148841545936,0.3368148841545936,0.3368148841545936,0.3368148841545936,0.6736297683091872,0.3368148841545936,0.25730856493427284
Latin America and Caribbean,2020-08-31,655805524,0.4937219097121655,0.4959929232218418,0.4937219097121655,0.4937219097121655,0.482294274063977,0.482294274063977,0.482294274063977,21.5049827577713,0.46749962516894134,0.39746112294107483
Asia,2020-08-31,4678110154,0.26726717989186893,0.32528253498503906,0.32528253498503906,0.32528253498503906,0.26726717989186893,0.23357257209073581,0.1733838836720596,0.9272888501225356,0.018545777002450713,0.033197144763085884
Oceania,2020-08-31,43202462,-0.17781667339997995,-0.16732869784803645,-0.17157139889604778,-0.17157139889604778,-0.17781667339997995,-0.17781667339997995,-0.18153803132368507,-3.0352770708313708,-0.14453700337292244,0.044309974741717266
European Union,2020-08-31,447045744,0.1474707209737634,0.1474707209737634,0.1474707209737634,0.1474707209737634,0.1474707209737634,0.1474707209737634,0.1474707209737634,3.981709466291612,0.1474707209737634,0.02767390175623727
North America,2020-08-31,370982987,0.30135696242977383,0.30135696242977383,0.30135696242977383,0.30135696242977383,0.30135696242977383,0.30135696242977383,0.30135696242977383,0.6027139248595477,0.30135696242977383,0.2476819779339369
Latin America and Caribbean,2020-09-07,655805524,0.41497869112835906,0.41497869112835906,0.41497869112835906,0.41497869112835906,0.39616701768425105,0.39616701768425105,0.39402460300472725,17.537795638768408,0.381256426929748,0.3958051442091848
Asia,2020-09-07,4678110154,0.2920963444934582,0.3487480512766002,0.3487480512766002,0.3487480512766002,0.2920963444934582,0.2731522657074571,0.23984276014040345,0.7445463972998336,0.014890927945996673,0.0348340237052058
Oceania,2020-09-07,43202462,-0.18478091048668088,-0.15812020592455164,-0.1645504082540659,-0.1645504082540659,-0.18478091048668088,-0.18478091048668088,-0.1851747042882506,-3.2338455033732405,-0.15399264301777335,0.038027925352957896
European Union,2020-09-07,447045744,0.20356382016139307,0.20356382016139307,0.20356382016139307,0.20356382016139307,0.20356382016139307,0.20356382016139307,0.20356382016139307,5.496223144357613,0.20356382016139307,0.03860253728307499
North America,2020-09-07,370982987,0.2654292463467418,0.2654292463467418,0.2654292463467418,0.2654292463467418,0.2654292463467418,0.2654292463467418,0.2654292463467418,0.5308584926934836,0.2654292463467418,0.2202257323460496
Latin America and Caribbean,2020-09-14,655805524,0.3764365719171132,0.3764365719171132,0.3764365719171132,0.3764365719171132,0.36468744443206863,0.36468744443206863,0.3604670711293168,15.928687654551588,0.34627581857720846,0.3345503994260347
Asia,2020-09-14,4678110154,0.3220832795885877,0.3519444890113076,0.3519444890113076,0.3519444890113076,0.3220832795885877,0.2779444224975472,0.23722911756513362,0.7010550864586027,0.014021101729172055,0.037869394727382044
Oceania,2020-09-14,43202462,-0.20725684228771632,-0.18058876296676332,-0.18058876296676332,-0.18058876296676332,-0.20725684228771632,-0.20725684228771632,-0.20725684228771632,-3.698819004189018,-0.17613423829471514,0.016202780295252617
European Union,2020-09-14,447045744,0.23635049368164016,0.23635049368164016,0.23635049368164016,0.23635049368164016,0.23635049368164016,0.23635049368164016,0.23635049368164016,6.381463329404284,0.23635049368164016,0.03959326363702056
North America,2020-09-14,370982987,0.2683173264177249,0.2683173264177249,0.2683173264177249,0.2683173264177249,0.2683173264177249,0.2683173264177249,0.2683173264177249,0.5366346528354498,0.2683173264177249,0.20262789031886247
Latin America and Caribbean,2020-09-21,655805524,0.37702849950762746,0.37702849950762746,0.37702849950762746,0.37702849950762746,0.3637844180504908,0.3637844180504908,0.3595131340719137,15.886652109182904,0.34536200237354137,0.3137692386988799
Asia,2020-09-21,4678110154,0.29741905893081666,0.34414821361967063,0.34414821361967063,0.34414821361967063,0.29741905893081666,0.2827066593878907,0.2214201099468256,0.6817718377703371,0.013635436755406741,0.03888623696568047
Oceania,2020-09-21,43202462,-0.12711647642265597,-0.09981506350895995,-0.09981506350895995,-0.09981506350895995,-0.12711647642265597,-0.12711647642265597,-0.12914119181309242,-2.001832383380235,-0.09532535158953499,0.0132284127696241
European Union,2020-09-21,447045744,0.14211213506110354,0.14211213506110354,0.14211213506110354,0.14211213506110354,0.14211213506110354,0.14211213506110354,0.14211213506110354,3.837027646649795,0.14211213506110354,0.06592524455394436
North America,2020-09-21,370982987,0.3046224182966994,0.3046224182966994,0.3046224182966994,0.3046224182966994,0.3046224182966994,0.3046224182966994,0.3046224182966994,0.6092448365933988,0.3046224182966994,0.20898155095182303
Latin America and Caribbean,2020-09-28,655805524,0.34616800691343047,0.34616800691343047,0.34616800691343047,0.34616800691343047,0.330697818951655,0.330697818951655,0.3297189102807725,14.494335310675647,0.31509424588425317,0.31949807119953444
Asia,2020-09-28,4678110154,0.2855980029706187,0.339080326591671,0.339080326591671,0.339080326591671,0.2855980029706187,0.25219600578819645,0.20504525997670184,0.786533311560487,0.01573066623120974,0.03687991396536064
Oceania,2020-09-28,43202462,-0.11228356203931482,-0.08614643051553027,-0.08614643051553027,-0.08614643051553027,-0.11228356203931482,-0.11228356203931482,-0.11228356203931482,-1.779900586993252,-0.08475717080920249,0.01058041553279996
European Union,2020-09-28,447045744,0.19595513890879224,0.19595513890879224,0.19595513890879224,0.19595513890879224,0.19595513890879224,0.19595513890879224,0.19595513890879224,5.2907887505373905,0.19595513890879224,0.07618303150650284
North America,2020-09-28,370982987,0.2272295739412011,0.2272295739412011,0.2272295739412011,0.2272295739412011,0.2272295739412011,0.2272295739412011,0.2272295739412011,0.4544591478824022,0.2272295739412011,0.20867345056985054
Latin America and Caribbean,2020-10-05,655805524,0.37679474471387525,0.37679474471387525,0.37679474471387525,0.37679474471387525,0.3621653249609329,0.3621653249609329,0.36065777997635057,15.884181503932389,0.34530829356374754,0.4220981523784786
Asia,2020-10-05,4678110154,0.2646101927083435,0.31108097433387216,0.31108097433387216,0.31108097433387216,0.2646101927083435,0.2226924918947112,0.1708631825093267,0.7880793229702795,0.01576158645940559,0.037151797259710274
Oceania,2020-10-05,43202462,-0.1558464926134012,-0.12794126000057043,-0.12794126000057043,-0.12794126000057043,-0.1558464926134012,-0.1558464926134012,-0.1558464926134012,-2.6223525750304155,-0.12487393214430549,0.005291365107849641
European Union,2020-10-05,447045744,0.19812350293846162,0.19812350293846162,0.19812350293846162,0.19812350293846162,0.19812350293846162,0.19812350293846162,0.19812350293846162,5.349334579338464,0.19812350293846162,0.08612116437015001
North America,2020-10-05,370982987,0.3113381671550927,0.3113381671550927,0.3113381671550927,0.3113381671550927,0.3113381671550927,0.3113381671550927,0.3113381671550927,0.6226763343101854,0.3113381671550927,0.20643992496615485
Latin America and Caribbean,2020-10-12,655805524,0.36399230016211015,0.36399230016211015,0.36399230016211015,0.36399230016211015,0.34965810730205044,0.34965810730205044,0.34965810730205044,15.413540381947803,0.3350769648249522,0.2778921392556004
Asia,2020-10-12,4678110154,0.24061093032386574,0.2654981258747148,0.2654981258747148,0.2654981258747148,0.24061093032386574,0.21825153709703915,0.1635320999479416,0.9385888186472809,0.01877177637294562,0.03522182987912601
Oceania,2020-10-12,43202462,-0.134933203900862,-0.10612764460806208,-0.10612764460806208,-0.10612764460806208,-0.134933203900862,-0.134933203900862,-0.13496999575923105,-2.1677951472616006,-0.10322834034579048,0.0019836832447187847
European Union,2020-10-12,447045744,0.32923185003286665,0.32923185003286665,0.32923185003286665,0.32923185003286665,0.32923185003286665,0.32923185003286665,0.32923185003286665,8.8892599508874,0.32923185003286665,0.11290007941558661
North America,2020-10-12,370982987,0.2373571080567839,0.2373571080567839,0.2373571080567839,0.2373571080567839,0.2373571080567839,0.2373571080567839,0.2373571080567839,0.4747142161135678,0.2373571080567839,0.2013183963069444
Latin America and Caribbean,2020-10-19,655805524,0.38374399804495885,0.38374399804495885,0.38374399804495885,0.38374399804495885,0.3678410983565568,0.3678410983565568,0.3678410983565568,16.33820547548318,0.35517837990180823,0.258068579489428
Asia,2020-10-19,4678110154,0.23917810471634268,0.2498002748840492,0.2498002748840492,0.2498002748840492,0.23917810471634268,0.1951405357561887,0.15905790656809696,0.9379444803108464,0.018758889606216928,0.03314830025270072
Oceania,2020-10-19,43202462,-0.09417222534941798,-0.07139767732940494,-0.07418029732922597,-0.07418029732922597,-0.09417222534941798,-0.09417222534941798,-0.09454784612401605,-1.5600520052156666,-0.07428819072455554,0.003636366834834552
European Union,2020-10-19,447045744,0.6309395492278351,0.6309395492278351,0.6309395492278351,0.6309395492278351,0.6309395492278351,0.6309395492278351,0.6309395492278351,17.03536782915155,0.6309395492278351,0.15616835846668972
North America,2020-10-19,370982987,0.2925771990139852,0.2925771990139852,0.2925771990139852,0.2925771990139852,0.2925771990139852,0.2925771990139852,0.2925771990139852,0.5851543980279704,0.2925771990139852,0.21190810024935186
Latin America and Caribbean,2020-10-26,655805524,0.3792840297360118,0.3792840297360118,0.3792840297360118,0.3792840297360118,0.35975618422475836,0.35975618422475836,0.35975618422475836,16.200592088976205,0.352186784542961,0.2609662373017767
Asia,2020-10-26,4678110154,0.2522630085623384,0.2588504788346958,0.2588504788346958,0.2588504788346958,0.2522630085623384,0.19914301747569435,0.14649357053018616,1.174196780776513,0.02348393561553026,0.03154203196216572
Oceania,2020-10-26,43202462,-0.11741457985536215,-0.0806215688514921,-0.0806215688514921,-0.0806215688514921,-0.11741457985536215,-0.11741457985536215,-0.11741457985536215,-1.7844836591339162,-0.0849754123397103,0.0033076818631308557
European Union,2020-10-26,447045744,0.8825168719918595,0.8825168719918595,0.8825168719918595,0.8825168719918595,0.8825168719918595,0.8825168719918595,0.8825168719918595,23.82795554378021,0.8825168719918595,0.2441423533605993
North America,2020-10-26,370982987,0.3294753100008681,0.3294753100008681,0.3294753100008681,0.3294753100008681,0.3294753100008681,0.3294753100008681,0.3294753100008681,0.6589506200017362,0.3294753100008681,0.2335880701720696
Latin America and Caribbean,2020-11-02,655805524,0.3918786255211461,0.3918786255211461,0.3918786255211461,0.3918786255211461,0.3754536857759363,0.3754536857759363,0.3754536857759363,16.76809969608796,0.36452390643669474,0.24449778803632036
Asia,2020-11-02,4678110154,0.28265543003675164,0.28265543003675164,0.28265543003675164,0.28265543003675164,0.2697662317501198,0.216247527586088,0.14814470538693952,1.4356947698316567,0.02871389539663313,0.0307297808874981
Oceania,2020-11-02,43202462,-0.062458079867545736,-0.03775029045537284,-0.03775029045537284,-0.03775029045537284,-0.062458079867545736,-0.062458079867545736,-0.06527459127147825,-0.93976328185541,-0.04475063246930524,0.004629365798643605
European Union,2020-11-02,447045744,1.0981282880321326,1.0981282880321326,1.0981282880321326,1.0981282880321326,1.0981282880321326,1.0981282880321326,1.0981282880321326,29.649463776867577,1.0981282880321326,0.3868568313671274
North America,2020-11-02,370982987,0.4950970751381945,0.4950970751381945,0.4950970751381945,0.4950970751381945,0.4950970751381945,0.4950970751381945,0.4950970751381945,0.990194150276389,0.4950970751381945,0.24460097411421186
Latin America and Caribbean,2020-11-09,655805524,0.39276589414961943,0.39276589414961943,0.39276589414961943,0.39276589414961943,0.3751973623443662,0.3751973623443662,0.3751973623443662,16.817233019280135,0.3655920221582638,0.23678666055274034
Asia,2020-11-09,4678110154,0.28294267495440895,0.28294267495440895,0.28294267495440895,0.28294267495440895,0.2699820583895502,0.20666864800624896,0.15891223985831193,1.5891999807126498,0.031783999614252996,0.03363082416207679
Oceania,2020-11-09,43202462,-0.026043273741535842,0.0019806468909572272,0.0019806468909572272,0.0019806468909572272,-0.026043273741535842,-0.026043273741535842,-0.027561372671583734,-0.1778622587146503,-0.0084696313673643,0.003636366834834552
European Union,2020-11-09,447045744,1.1659193691294496,1.1659193691294496,1.1659193691294496,1.1659193691294496,1.1659193691294496,1.1659193691294496,1.1659193691294496,31.479822966495146,1.1659193691294496,0.611411032692887
North America,2020-11-09,370982987,0.5076428949665462,0.5076428949665462,0.5076428949665462,0.5076428949665462,0.5076428949665462,0.5076428949665462,0.5076428949665462,1.0152857899330925,0.5076428949665462,0.30382606197518164
Latin America and Caribbean,2020-11-16,655805524,0.3983070307583389,0.3983070307583389,0.3983070307583389,0.3983070307583389,0.386030323980743,0.386030323980743,0.3811925042168725,17.034625428523,0.37031794409832614,0.2591365790325365
Asia,2020-11-16,4678110154,0.27114163661778645,0.27114163661778645,0.27114163661778645,0.27114163661778645,0.26047035845361544,0.198116041046218,0.15153590950338913,1.4474974602123172,0.028949949204246345,0.033230769452291954
Oceania,2020-11-16,43202462,-0.07872966323750859,-0.05113223159257789,-0.05113223159257789,-0.05113223159257789,-0.07872966323750859,-0.07872966323750859,-0.08034523633090991,-1.3026592668110821,-0.06203139365767058,0.0023146828993218026
European Union,2020-11-16,447045744,1.137127173377266,1.137127173377266,1.137127173377266,1.137127173377266,1.137127173377266,1.137127173377266,1.137127173377266,30.702433681186186,1.137127173377266,0.6948790010178466
North America,2020-11-16,370982987,0.6152489076379575,0.6152489076379575,0.6152489076379575,0.6152489076379575,0.6152489076379575,0.6152489076379575,0.6152489076379575,1.230497815275915,0.6152489076379575,0.3348633343124169
Latin America and Caribbean,2020-11-23,655805524,0.4039842851873678,0.4039842851873678,0.4039842851873678,0.4039842851873678,0.3906326532653094,0.3906326532653094,0.3879976877196441,17.341616844878725,0.37699167054084187,0.23783178746143047
Asia,2020-11-23,4678110154,0.2685995919765171,0.2685995919765171,0.2685995919765171,0.2685995919765171,0.26250962479521367,0.2031507684878485,0.15358569768336724,1.2673972608383945,0.02534794521676789,0.037014348593724884
Oceania,2020-11-23,43202462,-0.0718690701904501,-0.04207609565376876,-0.04207609565376876,-0.04207609565376876,-0.0718690701904501,-0.0718690701904501,-0.07232279087638037,-1.1280858825442326,-0.053718375359249164,0.003967366489437569
European Union,2020-11-23,447045744,1.1129078557739585,1.1129078557739585,1.1129078557739585,1.1129078557739585,1.1129078557739585,1.1129078557739585,1.1129078557739585,30.048512105896886,1.1129078557739585,0.7582481313142755
North America,2020-11-23,370982987,0.66661822516718106,0.66661822516718106,0.66661822516718106,0.66661822516718106,0.66661822516718106,0.66661822516718106,0.66661822516718106,1.3332364503343621,0.66661822516718106,0.4591275232791201
Latin America and Caribbean,2020-11-30,655805524,0.42196832454373845,0.42196832454373845,0.42196832454373845,0.42196832454373845,0.4055416060206521,0.4055416060206521,0.4044601394058419,18.01562182699624,0.3916439527607879,0.26906940173928756
Asia,2020-11-30,4678110154,0.23490649637033598,0.2707366229309006,0.2707366229309006,0.2707366229309006,0.23490649637033598,0.18387776905904324,0.1485527894269269,1.052460038990326,0.02104920077980652,0.03651666899162973
Oceania,2020-11-30,43202462,0.0012287921810115881,0.02965629163242731,0.02965629163242731,0.02965629163242731,0.0012287921810115881,0.0012287921810115881,-0.0030242116267111094,0.3497465613567647,0.016654598159845938,0.0026456825539248204
European Union,2020-11-30,447045744,1.0724134379524632,1.0724134379524632,1.0724134379524632,1.0724134379524632,1.0724134379524632,1.0724134379524632,1.0724134379524632,28.95516282471651,1.0724134379524632,0.7987676983677984
North America,2020-11-30,370982987,0.786823968494932,0.786823968494932,0.786823968494932,0.786823968494932,0.786823968494932,0.786823968494932,0.786823968494932,1.573647936989864,0.786823968494932,0.4495392129666582
Latin America and Caribbean,2020-12-07,655805524,0.4990840459139195,0.4990840459139195,0.4990840459139195,0.4990840459139195,0.48291239352629933,0.48291239352629933,0.4820528981598199,21.47782729545908,0.4669092890317192,0.27617059230504437
Asia,2020-12-07,4678110154,0.23909871756854628,0.2673475286920905,0.2673475286920905,0.2673475286920905,0.23909871756854628,0.1832980620720925,0.15021421275791905,1.0790139908509386,0.021580279817018773,0.03465078731876308
Oceania,2020-12-07,43202462,-0.056924616928443174,-0.02605577346645069,-0.02605577346645069,-0.02605577346645069,-0.056924616928443174,-0.056924616928443174,-0.06506272166430364,-0.8777208200907504,-0.04179622952813096,0.001321683935512749
European Union,2020-12-07,447045744,0.9997397752480418,0.9997397752480418,0.9997397752480418,0.9997397752480418,0.9997397752480418,0.9997397752480418,0.9997397752480418,26.99297393169713,0.9997397752480418,0.764350862492497
North America,2020-12-07,370982987,0.946084255929241,0.946084255929241,0.946084255929241,0.946084255929241,0.946084255929241,0.946084255929241,0.946084255929241,1.892168511858482,0.946084255929241,0.653476058189159
Latin America and Caribbean,2020-12-14,655805524,0.5328713902314566,0.5328713902314566,0.5328713902314566,0.5328713902314566,0.5129725566089409,0.5129725566089409,0.5129725566089409,22.96510401091761,0.4992413915416872,0.2837081927355037
Asia,2020-12-14,4678110154,0.21046597508023734,0.24279563740299656,0.24279563740299656,0.24279563740299656,0.21046597508023734,0.16648859848648162,0.14003588579945186,0.9608924212223936,0.019217848424447875,0.03233290688349191
Oceania,2020-12-14,43202462,-0.01774319584572705,0.012800692294616263,0.012800692294616263,0.012800692294616263,-0.01774319584572705,-0.01774319584572705,-0.018647497295910257,-0.05207342990266406,-0.002479687138222098,0.005953364417055676
European Union,2020-12-14,447045744,0.8684844313717721,0.8684844313717721,0.8684844313717721,0.8684844313717721,0.8684844313717721,0.8684844313717721,0.8684844313717721,23.449079647037845,0.8684844313717721,0.7375408544321138
North America,2020-12-14,370982987,0.9460457481949612,0.9460457481949612,0.9460457481949612,0.9460457481949612,0.9460457481949612,0.9460457481949612,0.9460457481949612,1.8920914963899225,0.9460457481949612,0.7222126334327024
Latin America and Caribbean,2020-12-21,655805524,0.5947226008929201,0.5947226008929201,0.5947226008929201,0.5947226008929201,0.5782386521356061,0.5782386521356061,0.5773962660577308,25.737663035305335,0.5595144138109857,0.3102402961765842
Asia,2020-12-21,4678110154,0.19438555493978532,0.25514676116032076,0.25514676116032076,0.25514676116032076,0.19438555493978532,0.14770987171242678,0.12896616674106912,0.7933661795614526,0.01586732359122905,0.03098933014136973
Oceania,2020-12-21,43202462,-0.0080812126003179,0.02246416925042387,0.02246416925042387,0.02246416925042387,-0.0080812126003179,-0.0080812126003179,-0.017970920786633628,0.17930227271353855,0.008538203462549455,0.0036386815177338735
European Union,2020-12-21,447045744,0.7471545658535803,0.7471545658535803,0.7471545658535803,0.7471545658535803,0.7471545658535803,0.7471545658535803,0.7471545658535803,20.17317327804667,0.7471545658535803,0.7788274570845708
North America,2020-12-21,370982987,0.9866483032195592,0.9866483032195592,0.9866483032195592,0.9866483032195592,0.9866483032195592,0.9866483032195592,0.9866483032195592,1.9732966064391184,0.9866483032195592,0.7793195648618787
Latin America and Caribbean,2020-12-28,655805524,0.6881695582600768,0.6881695582600768,0.6881695582600768,0.6881695582600768,0.6635278772796299,0.6635278772796299,0.6635278772796299,29.91377774137458,0.6502995161168387,0.2881299304212631
Asia,2020-12-28,4678110154,0.1658659782163675,0.22948653727466664,0.22948653727466664,0.22948653727466664,0.1658659782163675,0.1354797818021269,0.12094000524302512,0.7577585476171367,0.015155170952342733,0.029001347880616837
Oceania,2020-12-28,43202462,-0.02773972031825956,-0.0026000593997693973,-0.0026000593997693973,-0.0026000593997693973,-0.02773972031825956,-0.02773972031825956,-0.03392146207576115,-0.20937212763056573,-0.009970101315741225,0.0026456825539248204
European Union,2020-12-28,447045744,0.7968595465596647,0.7968595465596647,0.7968595465596647,0.7968595465596647,0.7968595465596647,0.7968595465596647,0.7968595465596647,21.51520775711095,0.7968595465596647,0.6191437984028766
North America,2020-12-28,370982987,1.094180937560698,1.094180937560698,1.094180937560698,1.094180937560698,1.094180937560698,1.094180937560698,1.094180937560698,2.188361875121396,1.094180937560698,0.6616783211139545
Latin America and Caribbean,2021-01-04,655805524,0.8238291729718892,0.8274626735560995,0.8238291729718892,0.8238291729718892,0.8075810551408794,0.8075810551408794,0.8034835227099496,34.62497323263076,0.7527168094050165,0.3250311139495678
Asia,2021-01-04,4678110154,0.14641392186485067,0.20084510228662866,0.20084510228662866,0.20084510228662866,0.14641392186485067,0.11888654756073108,0.09219250770492568,0.34966552393473593,0.006993310478694718,0.026011679074284578
Oceania,2021-01-04,43202462,-0.02702634559365881,-0.011963212674321915,-0.012011518232824855,-0.012011518232824855,-0.02702634559365881,-0.02702634559365881,-0.03565352314778685,-0.20373627094895513,-0.009701727188045482,0.0026456825539248204
European Union,2021-01-04,447045744,0.6237500189632564,0.6237500189632564,0.6237500189632564,0.6237500189632564,0.6237500189632564,0.6237500189632564,0.6237500189632564,16.841250512007925,0.6237500189632564,0.6767285094654654
North America,2021-01-04,370982987,0.9432518928614251,0.9432518928614251,0.9432518928614251,0.9432518928614251,0.9432518928614251,0.9432518928614251,0.9432518928614251,1.8865037857228502,0.9432518928614251,0.7698466237213191
Latin America and Caribbean,2021-01-11,655805524,1.0227113444241775,1.0227113444241775,1.0227113444241775,1.0227113444241775,1.0069669153926328,1.0069669153926328,1.0025239988864898,43.62630826574218,0.9483980057770037,0.43898074881113686
Asia,2021-01-11,4678110154,0.13143566294110973,0.15762103551025178,0.15762103551025178,0.15762103551025178,0.13143566294110973,0.11242359965209021,0.09968105179981854,0.37050218388194983,0.007410043677638998,0.02321749519025969
Oceania,2021-01-11,43202462,-0.07246837874871798,-0.03920204564313829,-0.03920204564313829,-0.03920204564313829,-0.07246837874871798,-0.07246837874871798,-0.07246837874871798,-1.1176888137502627,-0.053223276845250606,9.929989638090533e-4
European Union,2021-01-11,447045744,0.5780734319839443,0.5780734319839443,0.5780734319839443,0.5780734319839443,0.5780734319839443,0.5780734319839443,0.5780734319839443,15.607982663566494,0.5780734319839443,0.7528791058124915
North America,2021-01-11,370982987,0.9386181288362277,0.9386181288362277,0.9386181288362277,0.9386181288362277,0.9386181288362277,0.9386181288362277,0.9386181288362277,1.8772362576724555,0.9386181288362277,0.920643026684132
Latin America and Caribbean,2021-01-18,655805524,1.091924596298908,1.0964391133749256,1.091924596298908,1.091924596298908,1.0463415611192102,1.0463415611192102,1.0463415611192102,46.43270281453081,1.0094065829245829,0.46451042092777495
Asia,2021-01-18,4678110154,0.12722732474443105,0.14528339540116514,0.14528339540116514,0.14528339540116514,0.12722732474443105,0.10619905550664051,0.08829647207885345,0.34033635986893834,0.0068067271973787655,0.02536432364649274
Oceania,2021-01-18,43202462,0.006005265135919342,0.02162149079644797,0.02162149079644797,0.02162149079644797,0.006005265135919342,0.006005265135919342,5.866775482483374e-4,0.5135839595467793,0.024456379026037107,9.929989638090533e-4
European Union,2021-01-18,447045744,0.6689824200146552,0.6689824200146552,0.6689824200146552,0.6689824200146552,0.6689824200146552,0.6689824200146552,0.6689824200146552,18.06252534039569,0.6689824200146552,0.7436115978323686
North America,2021-01-18,370982987,0.8525019990752166,0.8525019990752166,0.8525019990752166,0.8525019990752166,0.8525019990752166,0.8525019990752166,0.8525019990752166,1.7050039981504332,0.8525019990752166,0.930963176486581
Latin America and Caribbean,2021-01-25,655805524,0.9217748812210458,0.9217748812210458,0.9217748812210458,0.9217748812210458,0.9057228059404846,0.9057228059404846,0.891436805874393,38.852058990557595,0.8446099780555999,0.5596172745870314
Asia,2021-01-25,4678110154,0.12158099566491017,0.12716994972676493,0.12716994972676493,0.12716994972676493,0.12158099566491017,0.1080553071423012,0.10286266695867725,0.35066816731729566,0.007013363346345914,0.02411537913521307
Oceania,2021-01-25,43202462,-0.06839035508361346,-0.03782107478637816,-0.03782107478637816,-0.03782107478637816,-0.06839035508361346,-0.06839035508361346,-0.07328029339609891,-1.0594745388323112,-0.050451168515824346,6.619993092060355e-4
European Union,2021-01-25,447045744,0.5203132834577815,0.5203132834577815,0.5203132834577815,0.5203132834577815,0.5203132834577815,0.5203132834577815,0.5203132834577815,14.048458653360099,0.5203132834577815,0.7866248694227587
North America,2021-01-25,370982987,0.7096511408086698,0.7096511408086698,0.7096511408086698,0.7096511408086698,0.7096511408086698,0.7096511408086698,0.7096511408086698,1.4193022816173395,0.7096511408086698,0.8839836636497835
Latin America and Caribbean,2021-02-01,655805524,0.8144477541503571,0.8151066155920188,0.8144477541503571,0.8144477541503571,0.8030203282439701,0.800539714006295,0.7967761910685935,33.76023239739685,0.7339180955955837,0.5693108495377663
Asia,2021-02-01,4678110154,0.11395150017458422,0.11395150017458422,0.11395150017458422,0.11395150017458422,0.1126564516867986,0.0994518809207021,0.06092725431371801,0.21922542311643597,0.00438450846232872,0.024906296808845943
Oceania,2021-02-01,43202462,0.002642628441225918,0.03183542275434984,0.03183542275434984,0.03183542275434984,0.002642628441225918,0.002642628441225918,-0.003421861380190711,0.3909284235128844,0.018615639214899254,9.929989638090533e-4
European Union,2021-02-01,447045744,0.30535109390288234,0.30535109390288234,0.30535109390288234,0.30535109390288234,0.30535109390288234,0.30535109390288234,0.30535109390288234,8.244479535377824,0.30535109390288234,0.753709893276604
North America,2021-02-01,370982987,0.6201014047410439,0.6201014047410439,0.6201014047410439,0.6201014047410439,0.6201014047410439,0.6201014047410439,0.6201014047410439,1.2402028094820878,0.6201014047410439,0.8892973844107843
Latin America and Caribbean,2021-02-08,655805524,0.6908463870169141,0.6979630933673958,0.6908463870169141,0.6908463870169141,0.6858255279413119,0.6835509950714466,0.6719014118671286,28.438786203656296,0.6182344826881804,0.5311022662261076
Asia,2021-02-08,4678110154,0.10232436394538447,0.10232436394538447,0.10232436394538447,0.10232436394538447,0.10011220611429483,0.09128516984193391,0.05502534840789608,0.1158615425899898,0.002317230851799796,0.020441694798108423
Oceania,2021-02-08,43202462,-0.037403306429246996,-0.00674850851331817,-0.00674850851331817,-0.00674850851331817,-0.037403306429246996,-0.037403306429246996,-0.04241256843443403,-0.4769619295878176,-0.022712472837515124,9.929989638090533e-4
