continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
"Europe, United States, Canada, and Oceania",2021-03-01,1162303742,2660.8867501482123,2680.130589030197,2679.2767935593615,2667.031926146602,2656.042457711846,2649.280410369941,2647.6753302417114,191480.50909752407,2659.45151524339,5195.143
Latin America and Caribbean,2021-03-08,655799753,5218.567785933887,5357.270674307714,5339.202142018718,5263.685847834137,5174.281482263558,5080.579706149612,5062.474072660547,212665.28859205765,4725.895302045726,3303.571
Asia,2021-03-08,4679006159,7842.881397468321,10263.073857079331,9356.838330446632,7842.881397468321,5309.355264607594,1241.508975235423,-267.0513006317364,26676.74333292564,523.0733986848164,827.718
Africa,2021-03-08,1371693397,3301.5226336613846,4601.83167292848,4374.08001365062,3301.5226336613846,1885.1358630232326,527.8350763149032,468.0665408008125,39363.76585132848,715.7048336605178,295.713
"Europe, United States, Canada, and Oceania",2021-03-08,1162303742,2938.5680265325823,2948.3122456355113,2945.399170372635,2938.5680265325823,2921.2979584745226,2915.5706080907826,2914.815963700956,210632.10643371986,2925.4459226905537,4742
Latin America and Caribbean,2021-03-15,655799753,5131.734388578105,5266.628618331195,5259.522897889957,5204.1851148347205,5092.478078758678,5001.713613859487,4970.973134680395,209383.28859205754,4652.9619687123895,3519.002
Asia,2021-03-15,4679006159,8490.329889934927,10774.671066254525,10414.053364764164,8490.329889934927,5604.191557464563,2201.626543612513,1330.074533560275,32325.06619006842,633.8248272562436,829.571
Africa,2021-03-15,1371693397,3364.692888523979,5044.340699334791,4570.66724506108,3364.692888523979,1928.487104068707,533.2947438805087,343.9274327203726,35227.765851328404,640.5048336605164,285.001
"Europe, United States, Canada, and Oceania",2021-03-15,1162303742,3429.450330407407,3445.533189607021,3440.51428769519,3430.3314088486586,3416.1914461448555,3408.727032220626,3404.9352916291004,246047.1921480036,3417.322113166717,4315.716
Latin America and Caribbean,2021-03-22,655799753,5203.240282219546,5369.765661105521,5349.091555432781,5288.345098605926,5191.383698266361,5102.597916694592,5090.030100468129,212239.61002062925,4716.435778236206,3924.716
Asia,2021-03-22,4679006159,8543.171757191194,11364.274263861935,10611.529321853846,8672.29555563022,5845.025381329902,1789.9141309034737,686.5607215336005,17943.649047211537,351.8362558276772,1267.143
Africa,2021-03-22,1371693397,4146.39967922199,4984.900273979281,4694.182098638214,4146.39967922199,2133.588130601931,752.2553373417816,581.732423642907,36115.62299418562,656.647690803375,296.721
"Europe, United States, Canada, and Oceania",2021-03-22,1162303742,4288.76362619621,4304.239602186435,4302.142723492162,4289.0183896136305,4273.6384646616425,4264.847478131852,4261.807765765898,307659.3064337253,4273.045922690629,4219.574
Latin America and Caribbean,2021-03-29,655799753,5293.463553229559,5482.14667445654,5479.753901088574,5387.860556088179,5293.463553229559,5209.460001627126,5171.45092083158,214208.6814492004,4760.192921093342,4446.144
Asia,2021-03-29,4679006159,10976.567407003253,15591.418778141577,14770.58752360888,12029.698199901135,9367.173247029657,5121.254708217701,3454.9871467885414,35551.90904721136,697.0962558276738,1128.858
Africa,2021-03-29,1371693397,4574.791166669081,5794.566402440664,5468.888181397991,4574.791166669081,2692.7496399118354,1460.774851784194,1448.0643917127027,36588.62299418563,665.247690803375,294.572
"Europe, United States, Canada, and Oceania",2021-03-29,1162303742,4498.565313172876,4502.998550327326,4501.517504867605,4498.565313172876,4462.913469720893,4452.391495898409,4448.667997191657,320582.6892908652,4452.537351262017,4457.426
