world,date,population,estimate,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
World,2020-10-26,7868684247,3707811.3842451456,2550850.5649376954,2832576.9352668505,2843708.4055487546,2969970.0945391506,3065251.7473691227,3187565.9014245262,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3542004.6242016773,3635377.893580975,3694290.0308289677,3707811.3842451456
World,2020-11-02,7868684247,3912169.8332734844,2703576.143138875,3008257.686304167,3028191.985994901,3148052.8255335,3218548.6724087084,3372747.991289054,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3739798.5878551663,3806703.9270267794,3912169.8332734844,3915803.1461264687
World,2020-11-09,7868684247,4122516.802267891,2864208.775465329,3185424.2222487708,3214352.2735758256,3331983.5585239753,3381510.958644941,3556100.7526551224,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3942450.694700382,3980278.114556712,4122516.802267891,4146752.0285689137
World,2020-11-16,7868684247,4330971.412449413,3024760.805949516,3366474.3103323365,3405118.285723423,3510817.118000053,3546397.6439892487,3734536.185568112,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4144659.43328156,4155048.3236895096,4330971.412449413,4335629.951870712
World,2020-11-23,7868684247,4536859.207179854,3185049.8452222473,3549391.938719884,3592231.211440545,3694187.279780452,3712206.010988185,3920436.21036788,4323380.204595745,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4346195.684428703,4531019.321617907,4536859.207179854
World,2020-11-30,7868684247,4736823.640713073,3350544.608435177,3726912.0383974244,3783245.014932558,3875320.29569275,3881524.419783508,4097951.5982280937,4497249.369057441,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4554154.331489563,4718881.03964663,4736823.640713073
World,2020-12-07,7868684247,4946380.214459198,3522936.6836377634,3909941.8791258456,3982400.8763240334,4048848.509268417,4069264.9007083583,4286140.303788101,4682491.57099352,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4769615.678203722,4910843.7919830745,4946380.214459198
World,2020-12-14,7868684247,5147773.584851823,3703281.7856881656,4089470.8619716084,4170381.0141484356,4214895.899447312,4250949.430958297,4466099.141381126,4860800.910458978,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,4973228.120502225,5096545.892097652,5147773.584851823
World,2020-12-21,7868684247,5349698.011574321,3882010.4177232953,4271036.584497552,4352815.103623325,4383263.874416119,4436887.624077895,4646157.077597012,5042941.77968488,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5192832.199835699,5289819.976975201,5349698.011574321
World,2020-12-28,7868684247,5553983.765181351,4071705.965083672,4455574.002145551,4543554.401096031,4564867.620579926,4629862.569331736,4829484.376254223,5233228.811932745,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5424304.1025208365,5493489.779321503,5553983.765181351
